transaction_id,date,description,amount_gbp,balance_gbp,counterparty,category,raw_category
bt_000521,2026-03-08,AMAZON MARKETPLACE,-7.73,1373074.47,Amazon,,OTHER
bt_000093,2026-03-11,SHOPIFY* 9429 PAYOUT REF#82993,60733.06,1433807.53,Shopify,,PAYOUT
bt_000523,2026-03-15,AMAZON MARKETPLACE,-10.90,1433796.63,Amazon,,OTHER
bt_000522,2026-03-16,PRET A MANGER,-8.92,1433787.71,Pret A Manger,,OTHER
bt_000094,2026-03-18,SHOPIFY* 5249 PAYOUT REF#82994,62936.60,1496724.31,Shopify,,PAYOUT
bt_000095,2026-03-25,SHOPIFY* 7012 PAYOUT REF#82995,70022.34,1566746.65,Shopify,,PAYOUT
bt_000510,2026-03-25,BACS PAYROLL 25MAR STAFF,-18038.64,1548708.01,Pretty Fly Payroll,,PAYROLL
bt_000519,2026-03-28,HUB3PL LONDON N1 INVC5469,-7665.00,1541043.01,Hub3PL,,FULFILMENT
bt_000520,2026-03-28,DHL EXPRESS IRL,-13140.00,1527903.01,DHL,,SHIPPING
bt_000127,2026-03-31,SHOPIFY REFUND BATCH 902,-25700.41,1502202.60,Shopify,,REFUND
bt_000151,2026-03-31,GOOGLE*ADS7012 CC@GOOGLE.COM,-25080.21,1477122.39,Google,,MARKETING
bt_000175,2026-03-31,FB*ADS8747XK MENLO PARK,-29877.90,1447244.49,Meta,,MARKETING
bt_000096,2026-04-01,SHOPIFY* 4330 PAYOUT REF#82996,64282.47,1511526.96,Shopify,,PAYOUT
bt_000526,2026-04-01,SHOPIFY* SUB 26939,-79.00,1511447.96,Shopify,,SAAS
bt_000532,2026-04-01,STANDING ORDER STUDIO N1 LDN,-3200.00,1508247.96,Studio N1 Landlord,,RENT
bt_000535,2026-04-01,WORKSHOP COFFEE,-9.49,1508238.47,Workshop Coffee,,OTHER
bt_000527,2026-04-03,INTERCOM INC SF CA 94522,-199.00,1508039.47,Intercom,,SAAS
bt_000528,2026-04-03,XERO LTD 50741,-42.00,1507997.47,Xero,,SAAS
bt_000529,2026-04-03,NOTION LABS INC 57356,-24.00,1507973.47,Notion Labs,,SAAS
bt_000530,2026-04-03,FIGMA INC 29115,-33.00,1507940.47,Figma,,SAAS
bt_000531,2026-04-03,MIXVIEW ANALYTICS LTD 35541,-349.00,1507591.47,Mixview Analytics,,SAAS
bt_000525,2026-04-05,SQ *KLAVIYO INC 3197 DUB,-333.26,1507258.21,Klaviyo,,MARKETING
bt_000536,2026-04-06,TESCO EXPRESS,-6.50,1507251.71,Tesco,,OTHER
bt_000560,2026-04-07,HMRC VAT PAYMENT Q1 2026,-118960.30,1388291.41,HMRC,,OTHER
bt_000097,2026-04-08,SHOPIFY* 3907 PAYOUT REF#82997,67808.44,1456099.85,Shopify,,PAYOUT
bt_000098,2026-04-15,SHOPIFY* 8242 PAYOUT REF#82998,63653.45,1519753.30,Shopify,,PAYOUT
bt_000537,2026-04-19,TESCO EXPRESS,-8.06,1519745.24,Tesco,,OTHER
bt_000099,2026-04-22,SHOPIFY* 1255 PAYOUT REF#82999,61869.21,1581614.45,Shopify,,PAYOUT
bt_000524,2026-04-25,BACS PAYROLL 25APR STAFF,-18088.36,1563526.09,Pretty Fly Payroll,,PAYROLL
bt_000533,2026-04-28,HUB3PL LONDON N1 INVC3691,-7672.00,1555854.09,Hub3PL,,FULFILMENT
bt_000534,2026-04-28,DHL EXPRESS IRL,-13152.00,1542702.09,DHL,,SHIPPING
bt_000100,2026-04-29,SHOPIFY* 4955 PAYOUT REF#83000,64961.44,1607663.53,Shopify,,PAYOUT
bt_000128,2026-04-30,SHOPIFY REFUND BATCH 903,-29178.94,1578484.59,Shopify,,REFUND
bt_000152,2026-04-30,GOOGLE*ADS2793 CC@GOOGLE.COM,-24530.60,1553953.99,Google,,MARKETING
bt_000176,2026-04-30,FB*ADS1693XK MENLO PARK,-29303.30,1524650.69,Meta,,MARKETING
bt_000540,2026-05-01,SHOPIFY* SUB 67866,-79.00,1524571.69,Shopify,,SAAS
bt_000546,2026-05-01,STANDING ORDER STUDIO N1 LDN,-3200.00,1521371.69,Studio N1 Landlord,,RENT
bt_000552,2026-05-02,WORKSHOP COFFEE,-3.56,1521368.13,Workshop Coffee,,OTHER
bt_000541,2026-05-03,INTERCOM INC SF CA 91538,-199.00,1521169.13,Intercom,,SAAS
bt_000542,2026-05-03,XERO LTD 40851,-42.00,1521127.13,Xero,,SAAS
bt_000543,2026-05-03,NOTION LABS INC 29761,-24.00,1521103.13,Notion Labs,,SAAS
bt_000544,2026-05-03,FIGMA INC 71301,-33.00,1521070.13,Figma,,SAAS
bt_000545,2026-05-03,MIXVIEW ANALYTICS LTD 78284,-349.00,1520721.13,Mixview Analytics,,SAAS
bt_000549,2026-05-04,WORKSHOP COFFEE,-7.02,1520714.11,Workshop Coffee,,OTHER
bt_000539,2026-05-05,SQ *KLAVIYO INC 7908 DUB,-341.59,1520372.52,Klaviyo,,MARKETING
bt_000101,2026-05-06,SHOPIFY* 5761 PAYOUT REF#83001,72091.21,1592463.73,Shopify,,PAYOUT
bt_000550,2026-05-07,WORKSHOP COFFEE,-11.25,1592452.48,Workshop Coffee,,OTHER
bt_000102,2026-05-13,SHOPIFY* 9140 PAYOUT REF#83002,64413.13,1656865.61,Shopify,,PAYOUT
bt_000551,2026-05-17,TESCO EXPRESS,-4.60,1656861.01,Tesco,,OTHER
bt_000103,2026-05-20,SHOPIFY* 1533 PAYOUT REF#83003,55044.66,1711905.67,Shopify,,PAYOUT
bt_000538,2026-05-25,BACS PAYROLL 25MAY STAFF,-18101.85,1693803.82,Pretty Fly Payroll,,PAYROLL
bt_000104,2026-05-27,SHOPIFY* 2718 PAYOUT REF#83004,61332.10,1755135.92,Shopify,,PAYOUT
bt_000547,2026-05-28,HUB3PL LONDON N1 INVC3872,-7339.50,1747796.42,Hub3PL,,FULFILMENT
bt_000548,2026-05-28,ROYAL MAIL BUSINESS,-12582.00,1735214.42,Royal Mail,,SHIPPING
bt_000105,2026-05-31,SHOPIFY* 5559 PAYOUT REF#83005,61850.16,1797064.58,Shopify,,PAYOUT
bt_000129,2026-05-31,SHOPIFY REFUND BATCH 904,-29532.75,1767531.83,Shopify,,REFUND
bt_000153,2026-05-31,GOOGLE*ADS5706 CC@GOOGLE.COM,-24149.51,1743382.32,Google,,MARKETING
bt_000177,2026-05-31,FB*ADS3746XK MENLO PARK,-29380.87,1714001.45,Meta,,MARKETING
